Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 15:14,192.168.1.11/49164,192.168.1.13/1000,11.8512,91.306,1.964,425207,24723,400408
2021-05-29 15:14,192.168.1.11/49163,192.168.1.12/1000,11.8503,93.583,1.96,425366,24721,400600
2021-05-29 15:14,192.168.1.11/49166,192.168.1.15/1000,11.8555,93.943,1.97,425253,24732,400458
2021-05-29 15:14,192.168.1.11/49165,192.168.1.14/1000,11.8651,91.492,1.976,425097,24752,400344
2021-05-29 15:14,192.168.1.11/49162,192.168.1.10/1005,11.7563,343.27,1.963,53069,24525,28281
2021-05-29 15:14,192.168.1.11/49159,192.168.1.7/1005,11.775,344.125,1.947,53136,24564,28334
2021-05-29 15:14,192.168.1.11/49154,192.168.1.2/1005,11.7788,341.246,1.949,53154,24572,28394
2021-05-29 15:14,192.168.1.11/49158,192.168.1.6/1005,11.7601,344.271,1.956,53158,24533,28348
2021-05-29 15:14,192.168.1.11/49157,192.168.1.5/1005,11.7683,342.833,1.957,53071,24550,28288
2021-05-29 15:14,192.168.1.11/49161,192.168.1.9/1005,11.7649,346.21,1.946,53245,24543,28401
2021-05-29 15:14,192.168.1.11/49160,192.168.1.8/1005,11.7553,341.484,1.953,53182,24523,28333
2021-05-29 15:14,192.168.1.11/49153,192.168.1.1/1005,11.7539,347.313,1.955,53127,24520,28331
2021-05-29 15:14,192.168.1.11/49156,192.168.1.4/1005,11.7616,343.581,1.968,53160,24536,28314
2021-05-29 15:14,192.168.1.11/49155,192.168.1.3/1005,11.7582,345.189,1.961,53106,24529,28328
