Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 19:02,192.168.1.5/49159,192.168.1.8/1000,87.719,111.221,0.264,425286,182992,241936
2021-05-29 19:02,192.168.1.5/49162,192.168.1.11/1000,87.7214,111.501,0.265,425184,182997,241872
2021-05-29 19:02,192.168.1.5/49158,192.168.1.7/1000,87.721,111.407,0.265,425179,182996,241808
2021-05-29 19:02,192.168.1.5/49160,192.168.1.9/1000,87.7234,111.466,0.265,425188,183001,241808
2021-05-29 19:02,192.168.1.5/49161,192.168.1.10/1000,87.7147,111.608,0.265,425281,182983,241941
2021-05-29 19:02,192.168.1.5/49157,192.168.1.6/1000,87.7238,111.526,0.264,425164,183002,241808
2021-05-29 19:02,192.168.1.5/49154,192.168.1.2/1005,6.11232,8.921,3.377,12756,12751,0
2021-05-29 19:02,192.168.1.5/49153,192.168.1.1/1005,6.10753,8.866,3.38,12746,12741,0
2021-05-29 19:02,192.168.1.5/49156,192.168.1.4/1005,6.12047,8.913,3.373,12770,12768,0
2021-05-29 19:02,192.168.1.5/49155,192.168.1.3/1005,6.11903,9.042,3.376,12767,12765,0
