Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 12:52,192.168.1.17/49161,192.168.1.9/1005,6.11951,1.534,1.055,12767,12766,0
2021-05-29 12:52,192.168.1.17/49164,192.168.1.12/1005,6.10705,1.54,1.049,12741,12740,0
2021-05-29 12:52,192.168.1.17/49158,192.168.1.6/1005,6.10896,1.54,1.054,12745,12744,0
2021-05-29 12:52,192.168.1.17/49162,192.168.1.10/1005,6.1104,1.536,1.054,12749,12747,0
2021-05-29 12:52,192.168.1.17/49154,192.168.1.2/1005,6.13677,1.535,1.053,12803,12802,0
2021-05-29 12:52,192.168.1.17/49157,192.168.1.5/1005,6.12814,1.533,1.064,12786,12784,0
2021-05-29 12:52,192.168.1.17/49167,192.168.1.15/1005,6.1128,1.532,1.07,12753,12752,0
2021-05-29 12:52,192.168.1.17/49166,192.168.1.14/1005,6.11855,1.537,1.056,12765,12764,0
2021-05-29 12:52,192.168.1.17/49159,192.168.1.7/1005,6.1243,1.542,1.05,12776,12776,0
2021-05-29 12:52,192.168.1.17/49168,192.168.1.16/1005,6.12622,1.533,1.061,12781,12780,0
2021-05-29 12:52,192.168.1.17/49163,192.168.1.11/1005,6.12622,1.531,1.061,12781,12780,0
2021-05-29 12:52,192.168.1.17/49156,192.168.1.4/1005,6.12382,1.527,1.076,12776,12775,0
2021-05-29 12:52,192.168.1.17/49160,192.168.1.8/1005,6.11855,1.535,1.055,12765,12764,0
2021-05-29 12:52,192.168.1.17/49153,192.168.1.1/1005,6.12526,1.536,1.05,12778,12778,0
2021-05-29 12:52,192.168.1.17/49165,192.168.1.13/1005,6.12191,1.531,1.059,12772,12771,0
2021-05-29 12:52,192.168.1.17/49155,192.168.1.3/1005,6.12047,1.536,1.061,12768,12768,0
