Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 12:33,192.168.1.6/49155,192.168.1.3/1005,6.12095,0.122,0.044,12769,12769,0
2021-05-29 12:33,192.168.1.6/49156,192.168.1.4/1005,6.11759,0.123,0.046,12762,12762,0
2021-05-29 12:33,192.168.1.6/49154,192.168.1.2/1005,6.11472,0.124,0.046,12756,12756,0
2021-05-29 12:33,192.168.1.6/49153,192.168.1.1/1005,6.10753,0.123,0.046,12741,12741,0
2021-05-29 12:33,192.168.1.6/49157,192.168.1.5/1005,6.12143,0.123,0.047,12770,12770,0
