Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 17:30,192.168.1.13/49156,192.168.1.4/1005,6.12287,1.424,0.89,12773,12773,0
2021-05-29 17:30,192.168.1.13/49157,192.168.1.5/1005,6.10992,1.434,0.872,12747,12746,0
2021-05-29 17:30,192.168.1.13/49161,192.168.1.9/1005,6.09602,1.437,0.872,12717,12717,0
2021-05-29 17:30,192.168.1.13/49162,192.168.1.10/1005,6.10609,1.433,0.872,12739,12738,0
2021-05-29 17:30,192.168.1.13/49153,192.168.1.1/1005,6.10753,1.425,0.886,12741,12741,0
2021-05-29 17:30,192.168.1.13/49159,192.168.1.7/1005,6.12095,1.437,0.873,12770,12769,0
2021-05-29 17:30,192.168.1.13/49155,192.168.1.3/1005,6.1128,1.43,0.878,12753,12752,0
2021-05-29 17:30,192.168.1.13/49158,192.168.1.6/1005,6.11088,1.435,0.871,12749,12748,0
2021-05-29 17:30,192.168.1.13/49164,192.168.1.12/1005,6.09986,1.428,0.885,12726,12725,0
2021-05-29 17:30,192.168.1.13/49160,192.168.1.8/1005,6.11807,1.433,0.879,12764,12763,0
2021-05-29 17:30,192.168.1.13/49163,192.168.1.11/1005,6.10944,1.43,0.876,12745,12745,0
2021-05-29 17:30,192.168.1.13/49154,192.168.1.2/1005,6.11088,1.432,0.872,12748,12748,0
