Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 22:42,192.168.1.19/49162,192.168.1.10/1005,5.59988,183.571,1.146,53093,11682,41165
2021-05-29 22:42,192.168.1.19/49164,192.168.1.12/1005,5.59365,180.765,1.149,53165,11669,41176
2021-05-29 22:42,192.168.1.19/49170,192.168.1.18/1005,5.60564,174.596,1.152,53154,11694,41192
2021-05-29 22:42,192.168.1.19/49158,192.168.1.6/1005,5.59413,186.192,1.149,53140,11670,41184
2021-05-29 22:42,192.168.1.19/49156,192.168.1.4/1005,5.60659,186,1.148,53055,11696,41032
2021-05-29 22:42,192.168.1.19/49161,192.168.1.9/1005,5.61091,186.381,1.153,53134,11705,41192
2021-05-29 22:42,192.168.1.19/49155,192.168.1.3/1005,5.60228,185.633,1.153,53122,11687,41135
2021-05-29 22:42,192.168.1.19/49153,192.168.1.1/1005,5.60659,184.113,1.151,53087,11696,41088
2021-05-29 22:42,192.168.1.19/49169,192.168.1.17/1005,5.60899,183.149,1.151,53163,11701,41145
2021-05-29 22:42,192.168.1.19/49160,192.168.1.8/1005,5.60324,181.306,1.149,53159,11689,41217
2021-05-29 22:42,192.168.1.19/49159,192.168.1.7/1005,5.59653,180.284,1.148,53163,11675,41203
2021-05-29 22:42,192.168.1.19/49163,192.168.1.11/1005,5.59126,177.284,1.156,53199,11664,41224
2021-05-29 22:42,192.168.1.19/49168,192.168.1.16/1005,5.60084,174.931,1.138,53114,11684,41117
2021-05-29 22:42,192.168.1.19/49157,192.168.1.5/1005,5.59365,183.794,1.146,53121,11669,41168
2021-05-29 22:42,192.168.1.19/49154,192.168.1.2/1005,5.59845,182.069,1.147,53159,11679,41165
2021-05-29 22:42,192.168.1.19/49166,192.168.1.14/1005,5.5903,182.579,1.154,53206,11662,41247
2021-05-29 22:42,192.168.1.19/49167,192.168.1.15/1005,5.59557,189.705,1.128,53176,11673,41188
2021-05-29 22:42,192.168.1.19/49165,192.168.1.13/1005,5.59845,184.713,1.15,53176,11679,41215
