Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 22:34,192.168.1.17/49155,192.168.1.3/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49167,192.168.1.15/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49163,192.168.1.11/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49159,192.168.1.7/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49165,192.168.1.13/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49158,192.168.1.6/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49164,192.168.1.12/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49156,192.168.1.4/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49154,192.168.1.2/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49168,192.168.1.16/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49153,192.168.1.1/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49157,192.168.1.5/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49166,192.168.1.14/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49161,192.168.1.9/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49162,192.168.1.10/1005,-,-,-,-,-,-
2021-05-29 22:34,192.168.1.17/49160,192.168.1.8/1005,-,-,-,-,-,-
