Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 22:57,192.168.1.8/49155,192.168.1.3/1005,25.4679,0.455,0.42,53130,53129,0
2021-05-29 22:57,192.168.1.8/49156,192.168.1.4/1005,25.4555,0.461,0.417,53104,53103,0
2021-05-29 22:57,192.168.1.8/49158,192.168.1.6/1005,25.4986,0.455,0.418,53193,53193,0
2021-05-29 22:57,192.168.1.8/49157,192.168.1.5/1005,25.478,0.463,0.415,53151,53150,0
2021-05-29 22:57,192.168.1.8/49153,192.168.1.1/1005,25.4703,0.456,0.419,53134,53134,0
2021-05-29 22:57,192.168.1.8/49159,192.168.1.7/1005,25.4938,0.454,0.419,53185,53183,0
2021-05-29 22:57,192.168.1.8/49154,192.168.1.2/1005,25.4823,0.455,0.419,53160,53159,0
