Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 13:52,192.168.1.8/49162,192.168.1.11/1000,24.1482,212.237,0.96,425122,50376,374402
2021-05-29 13:52,192.168.1.8/49160,192.168.1.9/1000,24.1382,213.358,0.962,425258,50355,374564
2021-05-29 13:52,192.168.1.8/49161,192.168.1.10/1000,24.1363,214.11,0.965,425113,50351,374436
2021-05-29 13:52,192.168.1.8/49163,192.168.1.12/1000,24.1291,215.993,0.967,425071,50336,374402
2021-05-29 13:52,192.168.1.8/49157,192.168.1.5/1005,6.10657,2.033,1.912,12739,12739,0
2021-05-29 13:52,192.168.1.8/49156,192.168.1.4/1005,6.1243,2.043,1.908,12777,12776,0
2021-05-29 13:52,192.168.1.8/49159,192.168.1.7/1005,6.10321,2.032,1.912,12733,12732,0
2021-05-29 13:52,192.168.1.8/49155,192.168.1.3/1005,6.10609,2.033,1.912,12739,12738,0
2021-05-29 13:52,192.168.1.8/49153,192.168.1.1/1005,6.11855,2.041,1.911,12764,12764,0
2021-05-29 13:52,192.168.1.8/49154,192.168.1.2/1005,6.11663,2.042,1.906,12761,12760,0
2021-05-29 13:52,192.168.1.8/49158,192.168.1.6/1005,6.10992,2.039,1.911,12747,12746,0
