Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 11:31,192.168.1.21/49156,192.168.1.4/1005,5.80936,40.106,3.51,12755,12119,753
2021-05-29 11:31,192.168.1.21/49160,192.168.1.8/1005,5.80553,35.406,3.521,12757,12111,765
2021-05-29 11:31,192.168.1.21/49166,192.168.1.14/1005,5.8156,36.948,3.509,12772,12132,754
2021-05-29 11:31,192.168.1.21/49154,192.168.1.2/1005,5.81176,34.705,3.52,12733,12124,718
2021-05-29 11:31,192.168.1.21/49157,192.168.1.5/1005,5.80553,34.93,3.52,12741,12111,743
2021-05-29 11:31,192.168.1.21/49155,192.168.1.3/1005,5.80553,34.972,3.519,12748,12111,750
2021-05-29 11:31,192.168.1.21/49167,192.168.1.15/1005,5.81464,36.063,3.51,12756,12130,738
2021-05-29 11:31,192.168.1.21/49172,192.168.1.20/1005,5.80984,41.735,3.485,12736,12120,730
2021-05-29 11:31,192.168.1.21/49161,192.168.1.9/1005,5.80984,34.582,3.518,12740,12120,731
2021-05-29 11:31,192.168.1.21/49159,192.168.1.7/1005,5.81655,34.744,3.513,12764,12134,742
2021-05-29 11:31,192.168.1.21/49158,192.168.1.6/1005,5.80841,35.877,3.517,12749,12117,754
2021-05-29 11:31,192.168.1.21/49164,192.168.1.12/1005,5.81272,38.958,3.506,12768,12126,759
2021-05-29 11:31,192.168.1.21/49163,192.168.1.11/1005,5.80936,35.387,3.512,12746,12119,739
2021-05-29 11:31,192.168.1.21/49162,192.168.1.10/1005,5.82183,35.119,3.512,12782,12145,754
2021-05-29 11:31,192.168.1.21/49169,192.168.1.17/1005,5.81032,35.488,3.514,12752,12121,752
2021-05-29 11:31,192.168.1.21/49165,192.168.1.13/1005,5.80697,36.799,3.522,12761,12114,763
2021-05-29 11:31,192.168.1.21/49153,192.168.1.1/1005,5.81847,35.657,3.518,12778,12138,755
2021-05-29 11:31,192.168.1.21/49170,192.168.1.18/1005,5.81464,38.992,3.505,12778,12130,765
2021-05-29 11:31,192.168.1.21/49168,192.168.1.16/1005,5.82039,35.217,3.514,12774,12142,747
2021-05-29 11:31,192.168.1.21/49171,192.168.1.19/1005,5.80457,39.635,3.515,12757,12109,772
