Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 23:35,192.168.1.3/49158,192.168.1.7/1000,176.866,119.878,0.131,425397,368962,57585
2021-05-29 23:35,192.168.1.3/49157,192.168.1.6/1000,176.877,120.034,0.131,425109,368986,57281
2021-05-29 23:35,192.168.1.3/49155,192.168.1.4/1000,176.853,119.372,0.131,425129,368935,57411
2021-05-29 23:35,192.168.1.3/49156,192.168.1.5/1000,176.86,120.319,0.131,425129,368951,57395
2021-05-29 23:35,192.168.1.3/49153,192.168.1.1/1005,25.4895,5.939,0.89,53190,53174,0
2021-05-29 23:35,192.168.1.3/49154,192.168.1.2/1005,25.4463,5.959,0.892,53095,53084,0
