Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 23:36,192.168.1.2/49156,192.168.1.5/1000,190.109,72.789,0.122,425139,396590,29321
2021-05-29 23:36,192.168.1.2/49154,192.168.1.3/1000,190.037,72.481,0.122,425007,396440,29324
2021-05-29 23:36,192.168.1.2/49155,192.168.1.4/1000,190.134,72.723,0.122,425289,396642,29491
2021-05-29 23:36,192.168.1.2/49157,192.168.1.6/1000,190.133,72.996,0.122,425215,396639,29367
2021-05-29 23:36,192.168.1.2/49153,192.168.1.1/1005,25.4919,4.283,0.857,53180,53179,0
