Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 23:42,192.168.1.13/49168,192.168.1.17/1000,45.8585,153.317,0.508,425071,95666,327386
2021-05-29 23:42,192.168.1.13/49167,192.168.1.16/1000,45.8637,153.448,0.507,425035,95677,327322
2021-05-29 23:42,192.168.1.13/49166,192.168.1.15/1000,45.8599,154.189,0.508,425151,95669,327514
2021-05-29 23:42,192.168.1.13/49165,192.168.1.14/1000,45.8594,154.635,0.506,425192,95668,327514
2021-05-29 23:42,192.168.1.13/49159,192.168.1.7/1005,22.7365,69.894,1.019,53144,47431,6084
2021-05-29 23:42,192.168.1.13/49155,192.168.1.3/1005,22.7092,67.163,1.017,53072,47374,6022
2021-05-29 23:42,192.168.1.13/49162,192.168.1.10/1005,22.7169,66.129,1.02,53104,47390,6021
2021-05-29 23:42,192.168.1.13/49157,192.168.1.5/1005,22.7092,65.846,1.02,53124,47374,6086
2021-05-29 23:42,192.168.1.13/49154,192.168.1.2/1005,22.7327,68.501,1.018,53167,47423,6059
2021-05-29 23:42,192.168.1.13/49160,192.168.1.8/1005,22.7432,66.511,1.016,53154,47445,6036
2021-05-29 23:42,192.168.1.13/49163,192.168.1.11/1005,22.7495,67.082,1.017,53226,47458,6103
2021-05-29 23:42,192.168.1.13/49158,192.168.1.6/1005,22.7327,68.209,1.019,53161,47423,6062
2021-05-29 23:42,192.168.1.13/49153,192.168.1.1/1005,22.7039,69.89,1.02,53116,47363,6059
2021-05-29 23:42,192.168.1.13/49156,192.168.1.4/1005,22.7322,69.112,1.017,53161,47422,6061
2021-05-29 23:42,192.168.1.13/49164,192.168.1.12/1005,22.7284,70.605,1.017,53162,47414,6067
2021-05-29 23:42,192.168.1.13/49161,192.168.1.9/1005,22.7308,66.762,1.014,53136,47419,6074
