Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 23:36,192.168.1.5/49157,192.168.1.6/1000,145.334,159.225,0.159,425180,303183,121240
2021-05-29 23:36,192.168.1.5/49159,192.168.1.8/1000,145.327,159.452,0.16,425198,303168,121251
2021-05-29 23:36,192.168.1.5/49158,192.168.1.7/1000,145.339,159.348,0.159,425221,303194,121315
2021-05-29 23:36,192.168.1.5/49160,192.168.1.9/1000,145.348,159.327,0.159,425243,303213,121308
2021-05-29 23:36,192.168.1.5/49155,192.168.1.3/1005,25.4334,7.457,0.897,53077,53057,29
2021-05-29 23:36,192.168.1.5/49153,192.168.1.1/1005,25.4713,6.934,0.896,53164,53136,18
2021-05-29 23:36,192.168.1.5/49154,192.168.1.2/1005,25.467,7.117,0.896,53155,53127,24
2021-05-29 23:36,192.168.1.5/49156,192.168.1.4/1005,25.4655,7.023,0.896,53145,53124,22
