Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 13:13,192.168.1.9/49161,192.168.1.10/1000,31.3971,189.274,0.735,424957,65498,359124
2021-05-29 13:13,192.168.1.9/49162,192.168.1.11/1000,31.3904,190.893,0.735,425262,65484,359456
2021-05-29 13:13,192.168.1.9/49164,192.168.1.13/1000,31.4043,190.033,0.74,425170,65513,359328
2021-05-29 13:13,192.168.1.9/49163,192.168.1.12/1000,31.3871,189.424,0.741,425135,65477,359328
2021-05-29 13:13,192.168.1.9/49159,192.168.1.7/1005,6.10896,28.144,3.743,12762,12744,0
2021-05-29 13:13,192.168.1.9/49153,192.168.1.1/1005,6.10992,27.885,3.749,12750,12746,0
2021-05-29 13:13,192.168.1.9/49157,192.168.1.5/1005,6.09842,28.156,3.745,12740,12722,0
2021-05-29 13:13,192.168.1.9/49160,192.168.1.8/1005,6.1104,27.835,3.746,12753,12747,0
2021-05-29 13:13,192.168.1.9/49156,192.168.1.4/1005,6.11903,28.126,3.739,12780,12765,0
2021-05-29 13:13,192.168.1.9/49155,192.168.1.3/1005,6.1128,28.038,3.74,12760,12752,0
2021-05-29 13:13,192.168.1.9/49158,192.168.1.6/1005,6.10944,28.801,3.741,12755,12745,0
2021-05-29 13:13,192.168.1.9/49154,192.168.1.2/1005,6.10081,29.332,3.754,12730,12727,0
