Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 17:58,192.168.1.9/49159,192.168.1.7/1005,6.10081,0.1,0.065,12727,12727,0
2021-05-29 17:58,192.168.1.9/49154,192.168.1.2/1005,6.1104,0.1,0.066,12747,12747,0
2021-05-29 17:58,192.168.1.9/49158,192.168.1.6/1005,6.10609,0.123,0.089,12738,12738,0
2021-05-29 17:58,192.168.1.9/49157,192.168.1.5/1005,6.11807,0.109,0.069,12763,12763,0
2021-05-29 17:58,192.168.1.9/49160,192.168.1.8/1005,6.11376,0.101,0.065,12754,12754,0
2021-05-29 17:58,192.168.1.9/49153,192.168.1.1/1005,6.10753,0.1,0.065,12741,12741,0
2021-05-29 17:58,192.168.1.9/49156,192.168.1.4/1005,6.1104,0.122,0.087,12747,12747,0
2021-05-29 17:58,192.168.1.9/49155,192.168.1.3/1005,6.10801,0.102,0.067,12742,12742,0
