Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 21:05,192.168.1.13/49159,192.168.1.7/1005,24.8932,36.728,0.839,53144,51930,1383
2021-05-29 21:05,192.168.1.13/49155,192.168.1.3/1005,24.8687,36.29,0.84,53072,51879,1423
2021-05-29 21:05,192.168.1.13/49162,192.168.1.10/1005,24.8922,38.105,0.839,53104,51928,1398
2021-05-29 21:05,192.168.1.13/49157,192.168.1.5/1005,24.8869,36.833,0.836,53124,51917,1439
2021-05-29 21:05,192.168.1.13/49154,192.168.1.2/1005,24.9138,36.334,0.838,53167,51973,1423
2021-05-29 21:05,192.168.1.13/49160,192.168.1.8/1005,24.8975,36.973,0.838,53154,51939,1383
2021-05-29 21:05,192.168.1.13/49163,192.168.1.11/1005,24.9306,36.315,0.838,53226,52008,1446
2021-05-29 21:05,192.168.1.13/49158,192.168.1.6/1005,24.9056,36.335,0.838,53161,51956,1432
2021-05-29 21:05,192.168.1.13/49153,192.168.1.1/1005,24.8984,38.514,0.838,53116,51941,1398
2021-05-29 21:05,192.168.1.13/49156,192.168.1.4/1005,24.9262,37.967,0.837,53161,51999,1390
2021-05-29 21:05,192.168.1.13/49164,192.168.1.12/1005,24.9056,36.139,0.839,53162,51956,1431
2021-05-29 21:05,192.168.1.13/49161,192.168.1.9/1005,24.8879,37.045,0.837,53136,51919,1382
