Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-30 00:40,192.168.1.14/49169,192.168.1.18/1000,4.65027,344.738,3.093,425257,9701,415287
2021-05-30 00:40,192.168.1.14/49166,192.168.1.15/1000,4.65986,342.306,3.066,425122,9721,415142
2021-05-30 00:40,192.168.1.14/49167,192.168.1.16/1000,4.64452,335.259,3.032,425137,9689,415233
2021-05-30 00:40,192.168.1.14/49168,192.168.1.17/1000,4.66178,354.982,3.081,425061,9725,415153
2021-05-30 00:40,192.168.1.14/49162,192.168.1.10/1005,22.8789,74.766,0.892,53182,47728,5865
2021-05-30 00:40,192.168.1.14/49154,192.168.1.2/1005,22.8353,74.706,0.898,53069,47637,5893
2021-05-30 00:40,192.168.1.14/49159,192.168.1.7/1005,22.8616,74.432,0.901,53144,47692,5857
2021-05-30 00:40,192.168.1.14/49165,192.168.1.13/1005,22.888,72.989,0.901,53163,47747,5831
2021-05-30 00:40,192.168.1.14/49160,192.168.1.8/1005,22.8334,74.028,0.901,53112,47633,5897
2021-05-30 00:40,192.168.1.14/49156,192.168.1.4/1005,22.8693,75.185,0.9,53162,47708,5865
2021-05-30 00:40,192.168.1.14/49155,192.168.1.3/1005,22.8722,74.795,0.894,53147,47714,5885
2021-05-30 00:40,192.168.1.14/49158,192.168.1.6/1005,22.8683,75.667,0.893,53191,47706,5928
2021-05-30 00:40,192.168.1.14/49153,192.168.1.1/1005,22.8904,75.016,0.898,53245,47752,5921
2021-05-30 00:40,192.168.1.14/49164,192.168.1.12/1005,22.8516,74.431,0.899,53137,47671,5881
2021-05-30 00:40,192.168.1.14/49157,192.168.1.5/1005,22.8602,73.733,0.898,53150,47689,5870
2021-05-30 00:40,192.168.1.14/49161,192.168.1.9/1005,22.8861,75.381,0.889,53155,47743,5822
2021-05-30 00:40,192.168.1.14/49163,192.168.1.11/1005,22.8602,75.707,0.898,53117,47689,5840
