Timestamp,FlowSrc,FlowDst,Throughput,Delay,Jitter,Tx_Packets,Rx_Packets,Lost_packets
2021-05-29 20:45,192.168.1.16/49168,192.168.1.17/1000,116.8,108.817,0.2,425228,243658,180887
2021-05-29 20:45,192.168.1.16/49169,192.168.1.18/1000,116.823,108.729,0.2,425220,243706,180823
2021-05-29 20:45,192.168.1.16/49172,192.168.1.21/1000,116.804,109.13,0.2,425156,243666,180759
2021-05-29 20:45,192.168.1.16/49171,192.168.1.20/1000,116.814,108.914,0.2,425103,243687,180759
2021-05-29 20:45,192.168.1.16/49170,192.168.1.19/1000,116.812,108.964,0.199,424997,243683,180631
2021-05-29 20:45,192.168.1.16/49173,192.168.1.22/1000,116.808,108.703,0.199,425236,243674,180887
2021-05-29 20:45,192.168.1.16/49157,192.168.1.5/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49153,192.168.1.1/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49154,192.168.1.2/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49160,192.168.1.8/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49164,192.168.1.12/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49162,192.168.1.10/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49165,192.168.1.13/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49158,192.168.1.6/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49163,192.168.1.11/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49167,192.168.1.15/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49159,192.168.1.7/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49166,192.168.1.14/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49156,192.168.1.4/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49161,192.168.1.9/1005,-,-,-,-,-,-
2021-05-29 20:45,192.168.1.16/49155,192.168.1.3/1005,-,-,-,-,-,-
